id,name,nation,position,price,club,full_name,status,ownership
1513,Tahsin Jamshid,Qatar,FWD,4.5,QAT,Tahsin Mohammed Jamshid,playing,0.0
1514,Viktor Johansson,Sweden,GK,3.9,SWE,Viktor Johansson,playing,0.2
1515,Jacob Widell Zetterström,Sweden,GK,3.7,SWE,Jacob Widell Zetterström,playing,0.1
1516,Hjalmar Ekdal,Sweden,DEF,3.7,SWE,Hjalmar Ekdal,playing,0.1
1517,Emil Holm,Sweden,DEF,4.1,SWE,Emil Holm,transferred,0.0
1518,Isak Hien,Sweden,DEF,4.1,SWE,Isak Hien,playing,0.1
1519,Ken Sema,Sweden,MID,6.0,SWE,Ken Sema,playing,0.1
1520,Alexander Isak,Sweden,FWD,8.0,SWE,Alexander Isak,playing,3.2
1521,Alexander Bernhardsson,Sweden,FWD,4.9,SWE,Alexander Bernhardsson,playing,0.1
1522,Thibaut Courtois,Belgium,GK,4.9,BEL,Thibaut Courtois,playing,12.9
1523,Mike Penders,Belgium,GK,3.5,BEL,Mike Penders,playing,0.7
1524,Hans Vanaken,Belgium,MID,5.5,BEL,Hans Vanaken,playing,0.1
1525,Matias Fernandez-Pardo,Belgium,FWD,5.6,BEL,Matias Fernandez-Pardo,playing,0.1
1526,Leandro Trossard,Belgium,MID,6.6,BEL,Leandro Trossard,playing,2.4
1527,Diego Moreira,Belgium,MID,4.7,BEL,Diego Moreira,playing,0.1
1528,Stopira,Cabo Verde,DEF,3.5,CPV,Ianique dos Santos Tavares,playing,0.1
1529,Logan Costa,Cabo Verde,DEF,3.5,CPV,Logan Evans Costa,playing,0.1
1530,Jamiro Monteiro,Cabo Verde,MID,4.6,CPV,Jamiro Gregory Monteiro Alvarenga,playing,0.0
1531,Hélio Varela,Cabo Verde,MID,4.9,CPV,Hélio Sandro Oliveira Alves Varela,playing,0.0
1532,Gilson Benchimol,Cabo Verde,MID,5.0,CPV,Gilson Benchimol Tavares,playing,0.6
1533,Oumar Diakité,Côte d'Ivoire,FWD,5.3,CIV,Oumar Diakité,playing,0.0
1534,Ange-Yoan Bonny,Côte d'Ivoire,FWD,4.9,CIV,Ange-Yoan Bonny,playing,0.1
1535,Dominik Kotarski,Croatia,GK,4.4,CRO,Dominik Kotarski,playing,0.1
1536,Josko Gvardiol,Croatia,DEF,5.0,CRO,Josko Gvardiol,playing,4.9
1537,Mateo Kovacic,Croatia,MID,6.0,CRO,Mateo Kovacic,playing,0.3
1538,Keeto Thermoncy,Haiti,DEF,3.5,HAI,Keeto Thermoncy,playing,0.1
1539,Dominique Simon,Haiti,MID,4.3,HAI,Dominique Simon,playing,0.1
1540,Lenny Joseph,Haiti,FWD,4.2,HAI,Lenny Joseph,playing,0.0
1541,Nour Bani Ateyah,Jordan,GK,3.6,JOR,Noureddin Zaid Khaleel Bani Ateyah,playing,0.0
1542,Ahmad Al Juaidi,Jordan,GK,3.6,JOR,Ahmad Mohannad Talab Al Juaidi,transferred,0.0
1543,Ehsan Haddad,Jordan,DEF,3.5,JOR,Ehsan Nabil Farhan Haddad,playing,0.1
1544,Saed Al Rosan,Jordan,DEF,3.5,JOR,Saed Ahmad Salameh Al Rosan,playing,0.1
1545,Anas Badawi,Jordan,DEF,3.5,JOR,Anas Saeed Badawi,playing,0.1
1546,Raja'ei Ayed,Jordan,MID,4.5,JOR,Raja'ei Ayed Fadel Hasan,playing,0.0
1547,Ali Olwan,Jordan,FWD,4.2,JOR,Ali Iyad Ali Olwan,playing,0.1
1548,Lee Gi-Hyuk,Korea Republic,DEF,4.5,KOR,Gi-Hyuk Lee,playing,0.1
1549,Hwang In-Beom,Korea Republic,MID,5.8,KOR,In-Beom Hwang,playing,0.0
1550,Lee Dong-Gyeong,Korea Republic,MID,4.9,KOR,Dong-Gyeong Lee,playing,0.0
1551,Montassar Talbi,Tunisia,DEF,3.9,TUN,Montassar Talbi,playing,0.1
1552,Dylan Bronn,Tunisia,DEF,3.6,TUN,Dylan Bronn,playing,0.0
1553,Yan Valery,Tunisia,DEF,3.9,TUN,Yan Valery,playing,0.0
1554,Elias Achouri,Tunisia,MID,4.8,TUN,Elias Achouri,playing,0.0
1555,Hannibal Mejbri,Tunisia,MID,4.8,TUN,Hannibal Mejbri,playing,0.1
1556,Gédéon Kalulu,Congo DR,DEF,3.9,COD,Gédéon Kalulu,playing,0.0
1557,Gaël Kakuta,Congo DR,MID,4.6,COD,Gaël Kakuta,playing,0.0
1558,Armando Obispo,Curaçao,DEF,3.7,CUW,Armando Obispo,playing,0.0
1559,Deveron Fonville,Curaçao,DEF,3.7,CUW,Deveron Fonville,playing,0.0
1560,Jürgen Locadia,Curaçao,FWD,4.1,CUW,Jürgen Locadia,playing,0.1
1561,Roozbeh Cheshmi,IR Iran,MID,4.8,IRN,Roozbeh Cheshmi,playing,0.0
1562,Kasra Taheri,IR Iran,FWD,4.7,IRN,Kasra Taheri,transferred,0.0
1563,Jalal Hassan,Iraq,GK,3.9,IRQ,Jalal Hassan Hachim,playing,0.0
1564,Mustafa Saadoon,Iraq,DEF,3.6,IRQ,Mustafa Saadoon Abbood Al Korji,playing,0.0
1565,Ahmed Yahya,Iraq,DEF,3.6,IRQ,Ahmed Yahya Mahmood Al Hajjaj,transferred,0.0
1566,Dario Naamo,Iraq,DEF,3.5,IRQ,Dario Naamo,transferred,0.0
1567,Jussef Nasrawe,Iraq,MID,4.4,IRQ,Jussef Nasrawe,transferred,0.0
1568,Ahmed Qasem,Iraq,MID,4.4,IRQ,Ahmed Ihab Ahmed,playing,0.0
1569,Diogo Costa,Portugal,GK,4.9,POR,Diogo Meireles da Costa,playing,9.9
1570,Rúben Dias,Portugal,DEF,5.0,POR,Rúben dos Santos Gato Alves Dias,playing,5.8
1571,Nélson Semedo,Portugal,DEF,4.3,POR,Nélson Cabral Semedo,playing,0.2
1572,Bernardo Silva,Portugal,MID,7.8,POR,Bernardo Mota Veiga de Carvalho e Silva,playing,2.4
1573,Cristiano Ronaldo,Portugal,FWD,10.0,POR,Cristiano Ronaldo dos Santos Aveiro,playing,10.9
1574,Rafael Leão,Portugal,MID,7.8,POR,Rafael Alexandre da Conceição Leão,playing,1.9
1575,Fahad Younis,Qatar,GK,3.7,QAT,Fahad Younis Ahmed Mohammed Baker,transferred,0.0
1576,Craig Gordon,Scotland,GK,3.5,SCO,Craig Gordon,playing,2.7
1577,Aaron Hickey,Scotland,DEF,4.3,SCO,Aaron Hickey,playing,0.2
1578,Ben Gannon-Doak,Scotland,MID,4.9,SCO,Ben Gannon-Doak,playing,0.3
1579,Ross Stewart,Scotland,FWD,5.4,SCO,Ross Stewart,playing,0.0
1580,Lawrence Shankland,Scotland,FWD,5.5,SCO,Lawrence Shankland,playing,0.9
1581,Christian Fassnacht,Switzerland,MID,6.1,SUI,Christian Fassnacht,playing,0.0
1582,Zeki Amdouni,Switzerland,FWD,4.9,SUI,Zeki Amdouni,playing,0.1
1583,Cedric Itten,Switzerland,FWD,5.4,SUI,Cedric Itten,playing,0.0
1584,Ersin Destanoglu,Türkiye,GK,4.0,TUR,Ersin Destanoglu,transferred,0.0
1585,Yusuf Akçiçek,Türkiye,DEF,4.0,TUR,Yusuf Akçiçek,transferred,0.0
1586,Çaglar Söyüncü,Türkiye,DEF,4.4,TUR,Çaglar Söyüncü,playing,0.2
1587,Aral Simsir,Türkiye,MID,4.7,TUR,Aral Simsir,transferred,0.0
1588,Demir Ege Tiknaz,Türkiye,MID,4.4,TUR,Demir Ege Tiknaz,transferred,0.0
1589,Can Uzun,Türkiye,MID,5.3,TUR,Can Uzun,playing,0.1
1590,Yusuf Sari,Türkiye,MID,5.0,TUR,Yusuf Sari,transferred,0.1
1591,Aaron Tshibola,Congo DR,MID,4.9,COD,Aaron Tshibola,playing,0.0
1592,Karim Hafez,Egypt,DEF,3.9,EGY,Karim Hafez Ramadan Seif El Din,playing,0.0
1593,Nabil Emad Dunga,Egypt,MID,4.3,EGY,Nabil Emad Aly El Mahdy,playing,0.0
1594,Mostafa Zico,Egypt,MID,4.2,EGY,Mostafa Mohamed Zaki Abdelraouf,playing,0.3
1595,Aqtay Abdallah,Egypt,FWD,4.3,EGY,Aqtay Abdallah,transferred,0.0
1596,Hamza Abdelkarim,Egypt,FWD,4.3,EGY,Hamza Mohamed Abdelkarim Elsayed Selim,playing,0.1
1597,Mohamed Salah,Egypt,MID,10.0,EGY,Mohamed Salah Hamed Mahrous Ghaly,playing,4.2
1598,Manuel Neuer,Germany,GK,5.0,GER,Manuel Neuer,playing,12.4
1599,Nadiem Amiri,Germany,MID,6.3,GER,Nadiem Amiri,playing,0.1
1600,Jamal Musiala,Germany,MID,8.0,GER,Jamal Musiala,playing,12.7
1601,Felix Nmecha,Germany,MID,5.6,GER,Felix Nmecha,playing,0.1
1602,Aleksandar Pavlovic,Germany,MID,5.5,GER,Aleksandar Pavlovic,playing,0.6
1603,Jamie Leweling,Germany,MID,6.4,GER,Jamie Leweling,playing,0.1
1604,Maximilian Beier,Germany,FWD,6.5,GER,Maximilian Beier,playing,0.1
1609,Maya Yoshida,Japan,DEF,3.7,JPN,Maya Yoshida,transferred,0.0
1610,Ronaldo Dejesús,Paraguay,DEF,3.8,PAR,Ronaldo Dejesús,transferred,0.0
1611,Mateo Gamarra,Paraguay,DEF,3.9,PAR,Mateo Gamarra,transferred,0.0
1612,Robert Piris Da Motta,Paraguay,MID,4.7,PAR,Robert Piris Da Motta,transferred,0.0
1613,Óscar Romero,Paraguay,MID,4.6,PAR,Óscar Romero,transferred,0.0
1614,Mathías Villasanti,Paraguay,MID,4.6,PAR,Mathías Villasanti,transferred,0.0
1615,Hugo Cuenca,Paraguay,MID,4.8,PAR,Hugo Cuenca,transferred,0.0
1616,Andrés Cubas,Paraguay,MID,4.7,PAR,Andrés Cubas,playing,0.0
1617,Álvaro Campuzano,Paraguay,MID,4.6,PAR,Álvaro Campuzano,transferred,0.0
1618,Ángel Romero,Paraguay,MID,4.9,PAR,Ángel Romero,transferred,0.0
1619,Rodney Redes,Paraguay,MID,4.8,PAR,Rodney Redes,transferred,0.0
1620,Enso González,Paraguay,MID,5.0,PAR,Enso González,transferred,0.1
1621,Diego González,Paraguay,MID,5.0,PAR,Diego González,transferred,0.1
1665,Munir El Kajoui,Morocco,GK,4.0,MAR,Munir El Kajoui,playing,0.2
1666,Ibrahim Gomis,Morocco,GK,3.5,MAR,Ibrahim Gomis,transferred,0.0
1667,Yanis Benchaouch,Morocco,GK,3.5,MAR,Yanis Benchaouch,transferred,0.0
1668,Youssef Belammari,Morocco,DEF,3.6,MAR,Youssef Belammari,playing,0.1
1669,Soufiane Bouftini,Morocco,DEF,4.0,MAR,Soufiane Bouftini,transferred,0.0
1670,Mohamed Chibi,Morocco,DEF,3.8,MAR,Mohamed Chibi,transferred,0.0
1671,Sofiane Boufal,Morocco,MID,6.3,MAR,Sofiane Boufal,transferred,0.0
1672,Imrân Louza,Morocco,MID,5.7,MAR,Imrân Louza,transferred,0.0
1673,Soufiane El-Faouzi,Morocco,MID,4.9,MAR,Soufiane El-Faouzi,transferred,0.0
1674,Ayyoub Bouaddi,Morocco,MID,5.5,MAR,Ayyoub Bouaddi,playing,0.1
1675,Marwane Saadane,Morocco,MID,4.7,MAR,Marwane Saadane,playing,0.0
1676,Ayoube Amaimouni-Echghouyab,Morocco,FWD,4.3,MAR,Ayoube Amaimouni-Echghouyab,playing,0.0
1677,Soufiane Benjdida,Morocco,FWD,4.7,MAR,Soufiane Benjdida,transferred,0.0
1678,Othmane Maamma,Morocco,MID,4.7,MAR,Othmane Maamma,transferred,0.0
1679,Tawfik Bentayeb,Morocco,FWD,4.7,MAR,Tawfik Bentayeb,transferred,0.0
1680,Yanis Begraoui,Morocco,MID,5.0,MAR,Yanis Begraoui,transferred,0.0
1681,Sander Tangvik,Norway,GK,3.5,NOR,Sander Tangvik,playing,0.9
1682,Thelo Aasgaard,Norway,MID,5.5,NOR,Thelo Aasgaard,playing,0.1
1683,Fredrik Aursnes,Norway,MID,6.5,NOR,Fredrik Aursnes,playing,0.2
1684,Martin Ødegaard,Norway,MID,7.7,NOR,Martin Ødegaard,playing,5.0
1685,Lorenzo Melgarejo,Paraguay,MID,5.5,PAR,Lorenzo Melgarejo,transferred,0.0
1686,Rubén Lezcano,Paraguay,MID,5.0,PAR,Rubén Lezcano,transferred,0.1
1687,Carlos González,Paraguay,FWD,5.7,PAR,Carlos González,transferred,0.0
1688,Isidro Pitta,Paraguay,FWD,5.9,PAR,Isidro Pitta,playing,0.0
1689,Adrián Alcaraz,Paraguay,FWD,4.5,PAR,Adrián Alcaraz,transferred,0.0
1690,Adam Bareiro,Paraguay,FWD,5.7,PAR,Adam Bareiro,transferred,0.0
1691,Ronaldo Martínez,Paraguay,MID,5.0,PAR,Ronaldo Martínez,transferred,0.1
1692,Robert Morales,Paraguay,FWD,5.3,PAR,Robert Morales,transferred,0.0
1693,Ilay Camara,Senegal,DEF,3.8,SEN,Ilay Camara,transferred,0.0
1694,Moustapha Mbow,Senegal,DEF,3.7,SEN,Moustapha Mbow,transferred,0.0
1695,Bara Sapoko Ndiaye,Senegal,MID,4.5,SEN,Bara Sapoko Ndiaye,playing,0.1
1696,Sadio Mané,Senegal,MID,7.6,SEN,Sadio Mané,playing,1.9
1697,Brandon Petersen,South Africa,GK,3.6,RSA,Brandon Petersen,transferred,0.0
1698,Sipho Chaine,South Africa,GK,3.7,RSA,Sipho Chaine,playing,0.0
1699,Thabiso Monyane,South Africa,DEF,3.6,RSA,Thabiso Monyane,transferred,0.0
1700,Olwethu Makhanya,South Africa,DEF,3.5,RSA,Olwethu Makhanya,playing,0.3
1701,Bradley Cross,South Africa,DEF,3.6,RSA,Bradley Cross,playing,0.1
1702,Thapelo Morena,South Africa,DEF,3.8,RSA,Thapelo Morena,transferred,0.0
1703,Lebohang Maboe,South Africa,MID,5.1,RSA,Lebohang Maboe,transferred,0.0
1704,Kamogelo Sebelebele,South Africa,MID,4.5,RSA,Kamogelo Sebelebele,playing,0.1
1705,Patrick Maswanganyi,South Africa,MID,5.9,RSA,Patrick Maswanganyi,transferred,0.0
1706,Brooklyn Poggenpoel,South Africa,MID,4.3,RSA,Brooklyn Poggenpoel,transferred,0.0
1707,Iqraam Rayners,South Africa,MID,5.3,RSA,Iqraam Rayners,playing,0.0
1708,Jarell Quansah,England,DEF,4.4,ENG,Jarell Quansah,playing,0.1
1709,Reece James,England,DEF,5.2,ENG,Reece James,playing,4.6
1710,Eberechi Eze,England,MID,8.0,ENG,Eberechi Eze,playing,1.2
1711,Ollie Watkins,England,FWD,7.9,ENG,Ollie Watkins,playing,1.2
1712,Ivan Toney,England,FWD,7.5,ENG,Ivan Toney,playing,0.2
1713,Amine Sbaï,Morocco,FWD,4.8,MAR,Amine Sbaï,playing,0.0
1714,Sondre Langås,Norway,DEF,4.0,NOR,Sondre Langås,playing,0.3
1939,Cristhian Loor,Ecuador,GK,4.0,ECU,Cristhian Loor,transferred,0.0
1940,Deinner Ordóñez,Ecuador,DEF,4.1,ECU,Deinner Ordóñez,transferred,0.0
1941,Fricio Caicedo,Ecuador,DEF,4.0,ECU,Fricio Caicedo,transferred,0.0
1942,Ederson Castillo,Ecuador,MID,4.2,ECU,Ederson Castillo,transferred,0.0
1943,Darwin Guagua,Ecuador,MID,4.8,ECU,Darwin Guagua,transferred,0.0
1944,Malcom DaCosta,Ecuador,MID,3.8,ECU,Malcom DaCosta,transferred,1.0
1945,Bruno Caicedo,Ecuador,MID,5.2,ECU,Bruno Caicedo,transferred,0.0
1946,Luis Fragozo,Ecuador,MID,5.0,ECU,Luis Fragozo,transferred,0.1
1947,Nilson Angulo,Ecuador,MID,6.0,ECU,Nilson Angulo,playing,0.1
1950,Abdulquddus Atiah,Saudi Arabia,GK,4.0,KSA,Abdulquddus bin Atiah bin Mohammed Atiah Khaoud,transferred,0.0
1951,Hassan Al Tambakti,Saudi Arabia,DEF,4.5,KSA,Hassan bin Mohammed bin Osama Al Tambakti,playing,0.1
1952,Zakaria Hawsawi,Saudi Arabia,DEF,4.0,KSA,Zakaria bin Siraj bin Ahmed Hawsawi,transferred,0.0
1953,Jehad Thikri,Saudi Arabia,DEF,4.0,KSA,Jehad bin Abdullatif bin Ahmed Thikri,playing,0.2
1954,Moteb Al Harbi,Saudi Arabia,DEF,4.1,KSA,Moteb bin Saad bin Salim Al Naqi Al Harbi,playing,0.0
1955,Salem Al Dawsari,Saudi Arabia,MID,7.2,KSA,Salem bin Mohammed bin Shafi Al Dawsari,playing,0.2
1956,Alaa Al Hejji,Saudi Arabia,MID,5.0,KSA,Alaa bin Mohsen bin Ahmed Al Hejji,playing,0.6
1957,Nasser Al Dawsari,Saudi Arabia,MID,5.2,KSA,Nasser bin Essa bin Shafi Al Shardan Al Dawsari,playing,0.1
1958,Mohammed Abu Al Shamat,Saudi Arabia,MID,5.5,KSA,Mohammed bin Waheeb bin Saeed Abu Al Shamat,playing,0.0
1959,Saleh Abu Al Shamat,Saudi Arabia,FWD,5.3,KSA,Saleh bin Waheeb bin Saeed Abu Al Shamat,transferred,0.0
1960,Abdullah Al Salem,Saudi Arabia,FWD,5.0,KSA,Abdullah bin Ibrahim bin Ahmed Al Salem,transferred,0.2
1961,Alphonso Davies,Canada,DEF,4.9,CAN,Alphonso Davies,playing,4.3
1962,Zorhan Bassong,Canada,DEF,3.7,CAN,Zorhan Bassong,transferred,0.0
1963,Alistair Johnston,Canada,DEF,4.0,CAN,Alistair Johnston,playing,0.5
1964,Moïse Bombito,Canada,DEF,4.1,CAN,Moïse Bombito,playing,0.1
1965,Jamie Knight-Lebel,Canada,DEF,3.7,CAN,Jamie Knight-Lebel,transferred,0.0
1966,Alfie Jones,Canada,DEF,3.8,CAN,Alfie Jones,playing,0.1
1967,Stephen Eustaquio,Canada,MID,5.0,CAN,Stephen Eustaquio,playing,0.8
1968,Jacob Shaffelburg,Canada,MID,5.2,CAN,Jacob Shaffelburg,playing,0.0
1969,Jayden Nelson,Canada,MID,5.0,CAN,Jayden Nelson,transferred,0.1
1970,Promise David,Canada,FWD,5.4,CAN,Promise David,playing,0.1
1971,Lawrence Ati Zigi,Ghana,GK,4.0,GHA,Lawrence Ati Zigi,playing,0.3
1972,Joseph Anang,Ghana,GK,3.6,GHA,Joseph Anang,playing,0.1
1973,Abdul Baba,Ghana,DEF,3.9,GHA,Abdul Baba,playing,0.1
1974,Alidu Seidu,Ghana,DEF,3.9,GHA,Alidu Seidu,playing,0.0
1975,Kojo Peprah Oppong,Ghana,DEF,3.5,GHA,Kojo Peprah Oppong,playing,0.3
1976,Jonas Adjetey,Ghana,DEF,3.5,GHA,Jonas Adjetey,playing,0.3
1977,Abdul Mumin,Ghana,DEF,3.7,GHA,Abdul Mumin,playing,0.0
1978,Alexander Djiku,Ghana,DEF,4.0,GHA,Alexander Djiku,transferred,0.1
1979,Marvin Senaya,Ghana,DEF,3.5,GHA,Marvin Senaya,playing,1.2
1980,Jerome Opoku,Ghana,DEF,3.8,GHA,Jerome Opoku,playing,0.0
1981,Gideon Mensah,Ghana,DEF,3.9,GHA,Gideon Mensah,playing,0.1
1982,Caleb Yirenkyi,Ghana,MID,4.7,GHA,Caleb Yirenkyi,playing,0.0
1983,Thomas Partey,Ghana,MID,6.2,GHA,Thomas Partey,playing,0.1
1984,Elisha Owusu,Ghana,MID,5.3,GHA,Elisha Owusu,playing,0.0
1985,Kwasi Sibo,Ghana,MID,4.7,GHA,Kwasi Sibo,playing,0.0
1986,Jordan Ayew,Ghana,FWD,5.3,GHA,Jordan Ayew,playing,0.1
1987,Iñaki Williams,Ghana,FWD,5.9,GHA,Iñaki Williams,playing,0.4
1988,Ernest Nuamah,Ghana,MID,5.0,GHA,Ernest Nuamah,playing,0.7
1989,Prince Adu,Ghana,FWD,4.0,GHA,Prince Adu,playing,1.2
1990,Abdul Fatawu,Ghana,FWD,6.4,GHA,Abdul Fatawu,playing,0.1
1991,Christopher Bonsu Baah,Ghana,FWD,4.5,GHA,Christopher Bonsu Baah,playing,0.0
1992,Antoine Semenyo,Ghana,FWD,7.2,GHA,Antoine Semenyo,playing,4.1
1993,Brandon Thomas-Asante,Ghana,FWD,5.1,GHA,Brandon Thomas-Asante,playing,0.0
1994,Kamaldeen Sulemana,Ghana,FWD,5.1,GHA,Kamaldeen Sulemana,playing,0.0
1995,Eric García,Spain,DEF,4.5,ESP,Eric García,playing,1.0
1996,Marc Pubill,Spain,DEF,4.2,ESP,Marc Pubill,playing,0.1
1997,Mikel Merino,Spain,MID,6.2,ESP,Mikel Merino,playing,0.6
1998,Fabián Ruiz,Spain,MID,6.8,ESP,Fabián Ruiz,playing,1.1
1999,Gavi,Spain,MID,6.5,ESP,Pablo Páez Gavira,playing,0.9
2000,Nico Williams,Spain,MID,7.8,ESP,Nico Williams,playing,3.5
2001,Joe Gauci,Australia,GK,3.9,AUS,Joe Gauci,transferred,0.0
2002,Harry Souttar,Australia,DEF,4.1,AUS,Harry Souttar,playing,0.2
2003,Cameron Devlin,Australia,MID,4.7,AUS,Cameron Devlin,playing,0.0
2004,Jackson Irvine,Australia,MID,5.6,AUS,Jackson Irvine,playing,0.1
2005,Mathew Leckie,Australia,MID,4.7,AUS,Mathew Leckie,playing,0.0
2006,Mohamed Touré,Australia,FWD,5.0,AUS,Mohamed Touré,playing,0.9
2007,Tete Yengi,Australia,FWD,4.3,AUS,Tete Yengi,playing,0.0
2008,Brandon Borrello,Australia,FWD,4.4,AUS,Brandon Borrello,transferred,0.0
2009,Ahmed Tagnaouti,Morocco,GK,3.5,MAR,Ahmed Tagnaouti,playing,1.0
2010,Yassine Bounou,Morocco,GK,4.7,MAR,Yassine Bounou,playing,3.3
2011,Nayef Aguerd,Morocco,DEF,4.3,MAR,Nayef Aguerd,transferred,0.1
2012,Achraf Hakimi,Morocco,DEF,6.0,MAR,Achraf Hakimi,playing,22.3
2013,Chadi Riad,Morocco,DEF,3.9,MAR,Chadi Riad,playing,0.1
2014,Noussair Mazraoui,Morocco,DEF,4.4,MAR,Noussair Mazraoui,playing,1.0
2015,Redouane Halhal,Morocco,DEF,3.5,MAR,Redouane Halhal,playing,2.9
2016,Issa Diop,Morocco,DEF,4.5,MAR,Issa Diop,playing,0.3
2017,Zakaria El Ouahdi,Morocco,DEF,4.1,MAR,Zakaria El Ouahdi,playing,0.0
2018,Sofyan Amrabat,Morocco,MID,5.9,MAR,Sofyan Amrabat,playing,0.1
2019,Neil El Aynaoui,Morocco,MID,5.6,MAR,Neil El Aynaoui,playing,0.1
2020,Brahim Díaz,Morocco,MID,6.4,MAR,Brahim Díaz,playing,2.1
2021,Azzedine Ounahi,Morocco,MID,6.2,MAR,Azzedine Ounahi,playing,0.1
2022,Bilal El Khannouss,Morocco,MID,6.2,MAR,Bilal El Khannouss,playing,0.1
2023,Soufiane Rahimi,Morocco,FWD,5.6,MAR,Soufiane Rahimi,playing,0.1
2024,Abde Ezzalzouli,Morocco,FWD,5.3,MAR,Abde Ezzalzouli,transferred,0.1
2025,Chemsdine Talbi,Morocco,FWD,4.4,MAR,Chemsdine Talbi,playing,0.1
2026,Fidel Escobar,Panama,DEF,3.8,PAN,Fidel Escobar,playing,0.1
2027,Edgardo Fariña,Panama,DEF,3.9,PAN,Edgardo Fariña,playing,0.0
2028,Alberto Quintero,Panama,FWD,4.2,PAN,Alberto Quintero,playing,0.0
2029,Azarías Londoño,Panama,FWD,4.4,PAN,Azarías Londoño,playing,0.0
2030,Tomás Rodríguez,Panama,FWD,4.5,PAN,Tomás Rodríguez,playing,0.0
2031,Sergiño Dest,USA,DEF,4.3,USA,Sergiño Dest,playing,2.1
2032,Miles Robinson,USA,DEF,4.0,USA,Miles Robinson,playing,0.3
2033,Tyler Adams,USA,MID,5.3,USA,Tyler Adams,playing,0.3
2034,Haji Wright,USA,FWD,5.3,USA,Haji Wright,playing,0.1
2035,Álex Zendejas,USA,MID,5.5,USA,Álex Zendejas,playing,0.0
2036,Robin Roefs,Netherlands,GK,4.6,NED,Robin Roefs,playing,0.4
2037,Jurriën Timber,Netherlands,DEF,5.2,NED,Jurriën Timber,transferred,1.4
2038,Guus Til,Netherlands,MID,4.9,NED,Guus Til,playing,0.1
2039,Mats Wieffer,Netherlands,MID,4.8,NED,Mats Wieffer,playing,0.1
2040,Frenkie de Jong,Netherlands,MID,7.0,NED,Frenkie de Jong,playing,1.8
2041,Marten de Roon,Netherlands,MID,5.1,NED,Marten de Roon,playing,0.1
2042,Justin Kluivert,Netherlands,MID,6.5,NED,Justin Kluivert,playing,0.2
2043,Memphis Depay,Netherlands,FWD,7.4,NED,Memphis Depay,playing,1.2
2044,Crysencio Summerville,Netherlands,MID,5.3,NED,Crysencio Summerville,playing,0.5
2045,Abdelatif Ramdane,Algeria,GK,4.0,ALG,Abdelatif Ramdane,transferred,0.0
2046,Oussama Benbot,Algeria,GK,4.2,ALG,Oussama Benbot,playing,0.0
2047,Samir Chergui,Algeria,DEF,4.0,ALG,Samir Chergui,playing,0.2
2048,Mohamed Tougaï,Algeria,DEF,4.0,ALG,Mohamed Tougaï,playing,0.2
2049,Nabil Bentaleb,Algeria,MID,5.5,ALG,Nabil Bentaleb,playing,0.0
2050,Cristian Volpato,Australia,MID,6.0,AUS,Cristian Volpato,playing,0.1
2051,Christopher Opéri,Côte d'Ivoire,DEF,4.0,CIV,Christopher Opéri,playing,0.2
2052,Piero Hincapié,Ecuador,DEF,4.7,ECU,Piero Hincapié,playing,4.3
2053,Willian Pacho,Ecuador,DEF,4.4,ECU,Willian Pacho,playing,5.8
2054,Jonas Urbig,Germany,GK,4.0,GER,Jonas Urbig,transferred,0.0
2055,JD Gunn,Panama,GK,4.0,PAN,JD Gunn,transferred,0.0
2056,Iván Anderson,Panama,DEF,4.0,PAN,Iván Anderson,transferred,0.0
2057,José Murillo,Panama,DEF,4.3,PAN,José Murillo,transferred,0.0
2058,Víctor Griffith,Panama,MID,5.3,PAN,Víctor Griffith,transferred,0.0
2059,Abdulrahman Al Sanbi,Saudi Arabia,GK,4.0,KSA,Abdulrahman bin Salem bin Fadhel Al Sanbi,transferred,0.0
2060,Tyler Fletcher,Scotland,MID,4.7,SCO,Tyler Fletcher,playing,0.1
2061,Pape Sy,Senegal,GK,3.8,SEN,Pape Sy,transferred,0.0
2062,Herman Johansson,Sweden,MID,4.4,SWE,Herman Johansson,playing,0.2
2063,Joaquín Piquerez,Uruguay,DEF,4.5,URU,Joaquín Piquerez,playing,0.1
2064,Rodrigo Bentancur,Uruguay,MID,6.0,URU,Rodrigo Bentancur,playing,0.2
2065,Rodrigo Zalazar,Uruguay,MID,6.0,URU,Rodrigo Zalazar,playing,0.1
2066,Jaouen Hadjam,Algeria,DEF,3.8,ALG,Jaouen Hadjam,playing,0.0
2067,Mladen Jurkas,Bosnia and Herzegovina,GK,3.5,BIH,Mladen Jurkas,playing,3.5
2068,Derrick Luckassen,Ghana,DEF,3.7,GHA,Derrick Luckassen,playing,0.0
2069,Shahriyar Moghanlou,IR Iran,FWD,4.7,IRN,Shahriyar Moghanlou,playing,0.0
2070,Cho Wi-Je,Korea Republic,DEF,3.7,KOR,Wi-Je Cho,playing,0.0
2071,Sebastian Nanasi,Sweden,MID,5.3,SWE,Sebastian Nanasi,transferred,0.0
2072,Assan Ouédraogo,Germany,MID,4.5,GER,Assan Ouédraogo,playing,0.1
2073,Éderson,Brazil,MID,6.3,BRA,Éderson José dos Santos Lourenço da Silva,playing,0.1
2074,Lutsharel Geertruida,Netherlands,DEF,4.3,NED,Lutsharel Geertruida,playing,0.0
2075,Dejan Ljubicic,Austria,MID,5.0,AUT,Dejan Ljubicic,playing,0.1
